iter	Passed	Remaining
1683	8679	17091
1684	8684	17086
1685	8690	17081
1686	8694	17074
1687	8700	17071
1688	8706	17067
1689	8710	17059
1690	8714	17052
1691	8718	17045
1692	8722	17037
1693	8726	17029
1694	8731	17025
1695	8736	17019
1696	8740	17012
1697	8744	17005
1698	8749	16999
1699	8753	16991
1700	8757	16984
1701	8762	16978
1702	8769	16978
1703	8775	16974
1704	8780	16969
1705	8785	16964
1706	8790	16957
1707	8795	16952
1708	8800	16947
1709	8804	16940
1710	8808	16932
1711	8813	16926
1712	8817	16920
1713	8821	16911
1714	8825	16904
1715	8829	16898
1716	8835	16894
1717	8839	16885
1718	8843	16879
1719	8847	16871
1720	8850	16863
1721	8853	16854
1722	8858	16847
1723	8862	16840
1724	8866	16834
1725	8869	16824
1726	8874	16819
1727	8879	16813
1728	8885	16809
1729	8889	16802
1730	8893	16795
1731	8897	16788
1732	8900	16779
1733	8904	16772
1734	8909	16765
1735	8913	16759
1736	8918	16752
1737	8921	16744
1738	8926	16738
1739	8930	16732
1740	8934	16725
1741	8938	16717
1742	8942	16710
1743	8947	16704
1744	8951	16697
1745	8955	16689
1746	8959	16682
1747	8963	16675
1748	8966	16667
1749	8971	16660
1750	8977	16658
1751	8981	16651
1752	8985	16643
1753	8990	16638
1754	8994	16631
1755	8998	16623
1756	9001	16614
1757	9006	16608
1758	9012	16605
1759	9015	16597
1760	9019	16589
1761	9025	16586
1762	9029	16578
1763	9033	16571
1764	9038	16566
1765	9045	16564
1766	9049	16556
1767	9057	16558
1768	9062	16552
1769	9068	16549
1770	9077	16550
1771	9084	16548
1772	9090	16545
1773	9094	16538
1774	9101	16536
1775	9106	16531
1776	9111	16526
1777	9117	16522
1778	9122	16516
1779	9126	16509
1780	9131	16505
1781	9136	16499
1782	9142	16495
1783	9149	16492
1784	9154	16487
1785	9159	16482
1786	9164	16477
1787	9169	16472
1788	9175	16468
1789	9181	16464
1790	9186	16460
1791	9192	16456
1792	9198	16452
1793	9204	16448
1794	9209	16443
1795	9214	16439
1796	9219	16432
1797	9223	16426
1798	9229	16422
1799	9235	16419
1800	9241	16415
1801	9249	16414
1802	9254	16410
1803	9260	16406
1804	9268	16406
1805	9275	16403
1806	9282	16402
1807	9287	16397
1808	9294	16394
1809	9299	16390
1810	9305	16385
1811	9312	16383
1812	9318	16380
1813	9323	16375
1814	9329	16372
1815	9336	16370
1816	9345	16371
1817	9353	16370
1818	9361	16370
1819	9368	16368
1820	9375	16367
1821	9381	16363
1822	9389	16363
1823	9397	16362
1824	9404	16360
1825	9409	16355
1826	9415	16353
1827	9422	16350
1828	9427	16345
1829	9435	16344
1830	9441	16341
1831	9446	16335
1832	9454	16335
1833	9461	16332
1834	9469	16333
1835	9474	16328
1836	9481	16324
1837	9488	16323
1838	9495	16321
1839	9501	16318
1840	9507	16314
1841	9515	16313
1842	9522	16311
1843	9529	16308
1844	9534	16304
1845	9540	16300
1846	9546	16296
1847	9553	16294
1848	9561	16294
1849	9569	16293
1850	9577	16293
1851	9585	16293
1852	9594	16294
1853	9600	16291
1854	9606	16287
1855	9614	16287
1856	9620	16283
1857	9627	16280
1858	9634	16277
1859	9639	16272
1860	9647	16272
1861	9654	16270
1862	9660	16267
1863	9666	16263
1864	9673	16261
1865	9679	16256
1866	9684	16251
1867	9691	16249
1868	9699	16249
1869	9707	16247
1870	9714	16246
1871	9722	16245
1872	9727	16240
1873	9733	16236
1874	9740	16233
1875	9748	16232
1876	9756	16233
1877	9764	16231
1878	9771	16229
1879	9777	16227
1880	9795	16242
1881	9802	16241
1882	9809	16237
1883	9814	16232
1884	9823	16232
1885	9828	16228
1886	9834	16224
1887	9842	16222
1888	9848	16219
1889	9855	16217
1890	9861	16213
1891	9868	16210
1892	9876	16210
1893	9885	16210
1894	9890	16205
1895	9895	16200
1896	9902	16198
1897	9908	16194
1898	9916	16193
1899	9922	16188
1900	9927	16183
1901	9935	16182
1902	9940	16178
1903	9948	16176
1904	9954	16173
1905	9961	16169
1906	9967	16166
1907	9974	16163
1908	9982	16162
1909	9986	16156
1910	9992	16152
1911	9999	16150
1912	10005	16146
1913	10013	16144
1914	10017	16138
1915	10022	16132
1916	10028	16128
1917	10034	16124
1918	10041	16122
1919	10047	16118
1920	10055	16116
1921	10062	16113
1922	10069	16111
1923	10075	16107
1924	10081	16103
1925	10086	16098
1926	10092	16095
1927	10101	16094
1928	10107	16090
1929	10114	16088
1930	10119	16083
1931	10125	16079
1932	10131	16075
1933	10138	16072
1934	10144	16069
1935	10150	16065
1936	10156	16061
1937	10163	16058
1938	10170	16055
1939	10175	16050
1940	10180	16044
1941	10187	16041
1942	10193	16037
1943	10198	16032
1944	10205	16029
1945	10211	16025
1946	10216	16020
1947	10222	16015
1948	10229	16012
1949	10235	16009
1950	10240	16004
1951	10246	15999
1952	10252	15996
1953	10258	15991
1954	10265	15988
1955	10271	15985
1956	10276	15979
1957	10284	15977
1958	10290	15974
1959	10295	15969
1960	10302	15966
1961	10308	15962
1962	10313	15956
1963	10318	15950
1964	10325	15948
1965	10331	15944
1966	10337	15940
1967	10342	15933
1968	10349	15931
1969	10356	15929
1970	10362	15924
1971	10368	15920
1972	10373	15915
1973	10379	15911
1974	10386	15908
1975	10392	15904
1976	10399	15902
1977	10405	15897
1978	10412	15895
1979	10420	15894
1980	10428	15893
1981	10434	15888
1982	10439	15882
1983	10446	15880
1984	10455	15880
1985	10461	15876
1986	10467	15872
1987	10472	15867
1988	10478	15862
1989	10485	15860
1990	10491	15856
1991	10497	15852
1992	10502	15846
1993	10509	15842
1994	10516	15840
1995	10522	15835
1996	10529	15833
1997	10534	15827
1998	10539	15821
1999	10544	15817
2000	10553	15817
2001	10561	15815
2002	10566	15810
2003	10572	15805
2004	10579	15803
2005	10586	15799
2006	10594	15799
2007	10600	15794
2008	10606	15790
2009	10614	15789
2010	10620	15784
2011	10627	15782
2012	10631	15776
2013	10636	15770
2014	10643	15767
2015	10649	15762
2016	10656	15760
2017	10662	15755
2018	10667	15750
2019	10673	15746
2020	10680	15742
2021	10686	15739
2022	10692	15735
2023	10697	15728
2024	10703	15725
2025	10710	15722
2026	10716	15717
2027	10723	15714
2028	10728	15709
2029	10735	15706
2030	10743	15704
2031	10748	15699
2032	10754	15695
2033	10759	15689
2034	10764	15684
2035	10770	15679
2036	10777	15676
2037	10783	15672
2038	10789	15668
2039	10794	15663
2040	10801	15659
2041	10807	15655
2042	10812	15649
2043	10818	15645
2044	10823	15639
2045	10829	15635
2046	10837	15634
2047	10850	15639
2048	10857	15637
2049	10869	15641
2050	10878	15642
2051	10885	15638
2052	10890	15633
2053	10898	15630
2054	10904	15626
2055	10911	15623
2056	10916	15619
2057	10923	15615
2058	10931	15613
2059	10937	15609
2060	10944	15607
2061	10950	15602
2062	10956	15598
2063	10965	15597
2064	10971	15593
2065	10978	15590
2066	10984	15586
2067	10991	15583
2068	11000	15583
2069	11006	15579
2070	11013	15575
2071	11018	15570
2072	11025	15567
2073	11032	15565
2074	11040	15562
2075	11046	15559
2076	11051	15553
2077	11057	15549
2078	11064	15545
2079	11072	15543
2080	11077	15538
2081	11082	15532
2082	11088	15528
2083	11095	15524
2084	11104	15524
2085	11110	15520
2086	11115	15514
2087	11124	15514
2088	11132	15513
2089	11141	15512
2090	11146	15506
2091	11152	15502
2092	11159	15500
2093	11167	15497
2094	11173	15492
2095	11178	15487
2096	11184	15483
2097	11192	15482
2098	11200	15480
2099	11205	15474
2100	11211	15469
2101	11216	15464
2102	11225	15463
2103	11232	15461
2104	11242	15461
2105	11249	15459
2106	11257	15456
2107	11265	15455
2108	11270	15449
2109	11275	15443
2110	11282	15440
2111	11289	15437
2112	11296	15434
2113	11301	15429
2114	11306	15423
2115	11313	15420
2116	11320	15417
2117	11330	15417
2118	11336	15413
2119	11343	15410
2120	11351	15408
2121	11359	15405
2122	11364	15400
2123	11369	15394
2124	11375	15390
2125	11383	15388
2126	11389	15383
2127	11394	15378
2128	11399	15372
2129	11404	15367
2130	11410	15361
2131	11417	15359
2132	11426	15358
2133	11433	15355
2134	11440	15352
2135	11449	15351
2136	11457	15349
2137	11462	15344
2138	11468	15339
2139	11475	15335
2140	11481	15332
2141	11490	15331
2142	11496	15326
2143	11501	15321
2144	11509	15318
2145	11515	15314
2146	11522	15311
2147	11527	15305
2148	11534	15302
2149	11540	15298
2150	11547	15294
2151	11555	15292
2152	11559	15285
2153	11567	15283
2154	11574	15280
2155	11580	15275
2156	11586	15271
2157	11592	15266
2158	11598	15262
2159	11606	15260
2160	11616	15260
2161	11622	15256
2162	11628	15251
2163	11636	15249
2164	11645	15249
2165	11652	15246
2166	11657	15240
2167	11663	15235
2168	11669	15231
2169	11676	15227
2170	11682	15223
2171	11688	15218
2172	11692	15211
2173	11698	15206
2174	11705	15203
2175	11711	15199
2176	11717	15194
2177	11722	15189
2178	11731	15187
2179	11738	15184
2180	11745	15181
2181	11752	15177
2182	11757	15172
2183	11765	15169
2184	11771	15166
2185	11781	15165
2186	11789	15164
2187	11796	15160
2188	11806	15161
2189	11814	15159
2190	11824	15160
2191	11831	15155
2192	11840	15155
2193	11846	15151
2194	11852	15146
2195	11859	15143
2196	11867	15141
2197	11874	15138
2198	11880	15132
2199	11886	15128
2200	11893	15125
2201	11900	15121
2202	11906	15116
2203	11911	15110
2204	11918	15108
2205	11925	15104
2206	11933	15101
2207	11939	15097
2208	11946	15094
2209	11954	15091
2210	11963	15090
2211	11969	15086
2212	11974	15080
2213	11982	15078
2214	11988	15073
2215	11998	15073
2216	12004	15069
2217	12010	15065
2218	12018	15062
2219	12025	15059
2220	12031	15054
2221	12036	15048
2222	12043	15044
2223	12049	15039
2224	12057	15038
2225	12063	15033
2226	12070	15029
2227	12076	15025
2228	12083	15022
2229	12089	15017
2230	12095	15012
2231	12101	15006
2232	12109	15005
2233	12119	15005
2234	12125	15001
2235	12135	15001
2236	12145	15001
2237	12156	15002
2238	12165	15001
2239	12173	14999
2240	12180	14996
2241	12189	14994
2242	12194	14988
2243	12200	14983
2244	12207	14980
2245	12215	14978
2246	12222	14975
2247	12229	14970
2248	12235	14966
2249	12242	14962
2250	12248	14958
2251	12257	14956
2252	12264	14954
2253	12273	14952
2254	12279	14947
2255	12285	14943
2256	12291	14938
2257	12300	14936
2258	12310	14936
2259	12316	14932
2260	12324	14930
2261	12332	14927
2262	12341	14926
2263	12348	14922
2264	12355	14918
2265	12363	14916
2266	12373	14917
2267	12383	14917
2268	12391	14914
2269	12398	14910
2270	12408	14911
2271	12414	14906
2272	12424	14905
2273	12433	14905
2274	12445	14906
2275	12452	14904
2276	12461	14901
2277	12470	14901
2278	12478	14898
2279	12487	14897
2280	12495	14894
2281	12510	14900
2282	12522	14903
2283	12532	14902
2284	12539	14899
2285	12546	14895
2286	12554	14892
2287	12563	14891
2288	12570	14887
2289	12574	14880
2290	12582	14878
2291	12590	14876
2292	12600	14875
2293	12606	14870
2294	12615	14869
2295	12621	14864
2296	12630	14862
2297	12644	14867
2298	12653	14865
2299	12666	14869
2300	12677	14870
2301	12686	14868
2302	12694	14866
2303	12701	14862
2304	12710	14861
2305	12717	14856
2306	12731	14861
2307	12740	14860
2308	12749	14859
2309	12764	14864
2310	12772	14861
2311	12795	14876
2312	12803	14874
2313	12811	14871
2314	12820	14869
2315	12827	14865
2316	12834	14862
2317	12841	14858
2318	12848	14854
2319	12856	14851
2320	12863	14847
2321	12870	14843
2322	12877	14840
2323	12884	14836
2324	12892	14832
2325	12900	14830
2326	12911	14831
2327	12918	14827
2328	12926	14824
2329	12936	14824
2330	12943	14820
2331	12949	14815
2332	12960	14815
2333	12966	14810
2334	12973	14807
2335	12979	14801
2336	12986	14798
2337	12993	14794
2338	12999	14789
2339	13005	14784
2340	13012	14779
2341	13017	14773
2342	13023	14769
2343	13031	14765
2344	13038	14762
2345	13044	14757
2346	13049	14750
2347	13055	14745
2348	13061	14740
2349	13067	14735
2350	13072	14729
2351	13077	14723
2352	13085	14719
2353	13091	14715
2354	13097	14710
2355	13103	14705
2356	13109	14699
2357	13115	14695
2358	13123	14692
2359	13130	14688
2360	13136	14683
2361	13142	14677
2362	13149	14673
2363	13156	14670
2364	13165	14669
2365	13171	14663
2366	13177	14658
2367	13184	14654
2368	13192	14651
2369	13199	14647
2370	13205	14641
2371	13217	14643
2372	13222	14638
2373	13229	14633
2374	13235	14628
2375	13241	14623
2376	13247	14618
2377	13253	14613
2378	13259	14608
2379	13264	14602
2380	13269	14595
2381	13276	14591
2382	13284	14588
2383	13290	14583
2384	13296	14578
2385	13300	14571
2386	13305	14565
2387	13310	14559
2388	13316	14554
2389	13322	14549
2390	13330	14545
2391	13334	14539
2392	13352	14546
2393	13359	14542
2394	13364	14536
2395	13369	14529
2396	13374	14523
2397	13381	14520
2398	13386	14513
2399	13392	14508
2400	13399	14504
2401	13404	14498
2402	13410	14493
2403	13415	14486
2404	13421	14482
2405	13426	14476
2406	13431	14469
2407	13436	14463
2408	13442	14458
2409	13447	14452
2410	13453	14446
2411	13459	14441
2412	13463	14433
2413	13468	14427
2414	13473	14422
2415	13480	14417
2416	13487	14413
2417	13492	14407
2418	13496	14400
2419	13502	14395
2420	13509	14390
2421	13531	14402
2422	13539	14400
2423	13546	14395
2424	13553	14391
2425	13558	14385
2426	13564	14380
2427	13569	14374
2428	13576	14370
2429	13583	14365
2430	13587	14359
2431	13593	14353
2432	13598	14347
2433	13604	14342
2434	13609	14336
2435	13615	14330
2436	13621	14325
2437	13625	14318
2438	13630	14312
2439	13637	14307
2440	13642	14301
2441	13648	14297
2442	13654	14291
2443	13659	14284
2444	13666	14281
2445	13671	14275
2446	13677	14269
2447	13685	14266
2448	13690	14260
2449	13695	14254
2450	13701	14249
2451	13707	14243
2452	13714	14239
2453	13718	14233
2454	13723	14227
2455	13729	14221
2456	13735	14216
2457	13741	14211
2458	13748	14206
2459	13752	14200
2460	13759	14195
2461	13765	14190
2462	13771	14184
2463	13777	14180
2464	13782	14174
2465	13787	14168
2466	13792	14161
2467	13797	14155
2468	13803	14149
2469	13809	14144
2470	13813	14137
2471	13817	14131
2472	13823	14125
2473	13829	14120
2474	13835	14114
2475	13841	14109
2476	13846	14104
2477	13852	14098
2478	13856	14091
2479	13864	14088
2480	13873	14086
2481	13878	14079
2482	13884	14074
2483	13889	14068
2484	13894	14062
2485	13900	14056
2486	13906	14051
2487	13910	14045
2488	13920	14043
2489	13926	14038
2490	13931	14032
2491	13938	14027
2492	13943	14021
2493	13949	14016
2494	13954	14010
2495	13959	14004
2496	13966	14000
2497	13971	13994
2498	13976	13987
2499	13983	13983
2500	13990	13978
2501	13994	13972
2502	14000	13967
2503	14005	13960
2504	14009	13953
2505	14015	13948
2506	14022	13944
2507	14026	13937
2508	14034	13933
2509	14039	13927
2510	14044	13921
2511	14051	13917
2512	14058	13913
2513	14065	13908
2514	14072	13904
2515	14078	13899
2516	14084	13893
2517	14090	13888
2518	14095	13883
2519	14100	13876
2520	14105	13870
2521	14110	13864
2522	14118	13860
2523	14123	13855
2524	14130	13851
2525	14136	13845
2526	14142	13840
2527	14151	13838
2528	14159	13834
2529	14166	13830
2530	14174	13826
2531	14181	13823
2532	14190	13821
2533	14196	13815
2534	14204	13812
2535	14211	13807
2536	14217	13802
2537	14226	13800
2538	14231	13794
2539	14238	13789
2540	14245	13785
2541	14253	13782
2542	14260	13778
2543	14266	13773
2544	14272	13768
2545	14280	13764
2546	14286	13759
2547	14292	13754
2548	14297	13747
2549	14303	13742
2550	14311	13739
2551	14319	13735
2552	14324	13729
2553	14329	13724
2554	14337	13720
2555	14344	13716
2556	14352	13712
2557	14358	13707
2558	14364	13702
2559	14373	13699
2560	14383	13698
2561	14389	13693
2562	14395	13687
2563	14402	13683
2564	14409	13678
2565	14417	13675
2566	14423	13670
2567	14431	13667
2568	14439	13664
2569	14446	13659
2570	14453	13654
2571	14459	13649
2572	14468	13647
2573	14478	13645
2574	14485	13641
2575	14490	13635
2576	14496	13630
2577	14504	13626
2578	14513	13623
2579	14519	13618
2580	14524	13612
2581	14532	13609
2582	14539	13605
2583	14548	13602
2584	14554	13597
2585	14565	13597
2586	14577	13596
2587	14583	13591
2588	14589	13586
2589	14596	13582
2590	14602	13576
2591	14609	13572
2592	14614	13566
2593	14620	13561
2594	14627	13556
2595	14633	13550
2596	14639	13546
2597	14645	13540
2598	14649	13533
2599	14655	13528
2600	14662	13523
2601	14671	13521
2602	14677	13516
2603	14681	13509
2604	14688	13504
2605	14695	13499
2606	14702	13495
2607	14708	13490
2608	14713	13484
2609	14723	13482
2610	14729	13477
2611	14738	13474
2612	14743	13468
2613	14751	13464
2614	14761	13463
2615	14774	13463
2616	14780	13458
2617	14789	13456
2618	14797	13452
2619	14804	13447
2620	14809	13442
2621	14815	13436
2622	14822	13432
2623	14827	13426
2624	14835	13422
2625	14840	13416
2626	14846	13410
2627	14853	13406
2628	14860	13402
2629	14867	13397
2630	14871	13390
2631	14875	13383
2632	14880	13377
2633	14885	13370
2634	14889	13364
2635	14896	13359
2636	14901	13352
2637	14905	13346
2638	14912	13341
2639	14918	13336
2640	14926	13332
2641	14932	13327
2642	14937	13320
2643	14944	13316
2644	14952	13313
2645	14961	13310
2646	14966	13304
2647	14971	13298
2648	14979	13293
2649	14984	13288
2650	14989	13282
2651	14995	13276
2652	14999	13269
2653	15004	13263
2654	15009	13257
2655	15016	13252
2656	15021	13246
2657	15026	13239
2658	15030	13233
2659	15035	13226
2660	15041	13221
2661	15048	13216
2662	15056	13213
2663	15065	13210
2664	15071	13205
2665	15078	13200
2666	15083	13194
2667	15089	13189
2668	15094	13182
2669	15098	13175
2670	15104	13170
2671	15111	13166
2672	15118	13161
2673	15123	13155
2674	15128	13148
2675	15133	13142
2676	15138	13137
2677	15144	13131
2678	15152	13127
2679	15159	13122
2680	15163	13116
2681	15170	13111
2682	15176	13106
2683	15181	13099
2684	15187	13094
2685	15191	13087
2686	15197	13082
2687	15203	13077
2688	15209	13071
2689	15216	13066
2690	15220	13059
2691	15224	13052
2692	15229	13046
2693	15235	13040
2694	15240	13035
2695	15247	13030
2696	15253	13024
2697	15258	13018
2698	15264	13013
2699	15270	13008
2700	15276	13002
2701	15282	12997
2702	15287	12990
2703	15291	12984
2704	15296	12977
2705	15302	12973
2706	15307	12966
2707	15313	12961
2708	15318	12954
2709	15322	12947
2710	15328	12942
2711	15335	12937
2712	15339	12931
2713	15347	12927
2714	15352	12921
2715	15358	12915
2716	15364	12910
2717	15369	12904
2718	15376	12899
2719	15381	12892
2720	15385	12886
2721	15391	12880
2722	15397	12875
2723	15401	12868
2724	15408	12863
2725	15413	12857
2726	15418	12851
2727	15423	12845
2728	15428	12839
2729	15433	12833
2730	15439	12827
2731	15445	12822
2732	15451	12817
2733	15459	12812
2734	15465	12807
2735	15471	12802
2736	15476	12796
2737	15480	12789
2738	15485	12783
2739	15490	12776
2740	15498	12772
2741	15505	12768
2742	15509	12761
2743	15514	12755
2744	15519	12749
2745	15525	12744
2746	15531	12738
2747	15538	12733
2748	15542	12726
2749	15550	12722
2750	15555	12717
2751	15561	12711
2752	15567	12705
2753	15572	12700
2754	15577	12693
2755	15582	12687
2756	15587	12681
2757	15593	12675
2758	15599	12670
2759	15604	12664
2760	15609	12658
2761	15616	12653
2762	15622	12648
2763	15629	12644
2764	15636	12639
2765	15643	12634
2766	15665	12642
2767	15670	12636
2768	15676	12630
2769	15681	12624
2770	15688	12619
2771	15692	12613
2772	15698	12607
2773	15703	12601
2774	15708	12594
2775	15713	12588
2776	15720	12584
2777	15727	12579
2778	15732	12573
2779	15737	12567
2780	15744	12562
2781	15750	12557
2782	15756	12551
2783	15762	12546
2784	15767	12540
2785	15774	12535
2786	15781	12531
2787	15787	12525
2788	15794	12521
2789	15800	12515
2790	15805	12509
2791	15811	12504
2792	15817	12498
2793	15823	12493
2794	15828	12487
2795	15833	12481
2796	15840	12476
2797	15847	12471
2798	15852	12465
2799	15857	12459
2800	15864	12454
2801	15869	12448
2802	15875	12443
2803	15880	12436
2804	15886	12431
2805	15891	12425
2806	15897	12419
2807	15903	12414
2808	15909	12409
2809	15915	12404
2810	15921	12398
2811	15927	12392
2812	15931	12386
2813	15937	12380
2814	15945	12376
2815	15951	12371
2816	15957	12366
2817	15962	12360
2818	15969	12355
2819	15975	12349
2820	15981	12344
2821	15988	12340
2822	16003	12341
2823	16009	12335
2824	16013	12329
2825	16020	12324
2826	16025	12318
2827	16032	12313
2828	16038	12308
2829	16043	12302
2830	16050	12297
2831	16057	12292
2832	16062	12286
2833	16069	12281
2834	16081	12280
2835	16088	12276
2836	16095	12271
2837	16101	12266
2838	16108	12261
2839	16113	12255
2840	16119	12249
2841	16124	12243
2842	16131	12238
2843	16140	12235
2844	16146	12230
2845	16152	12224
2846	16157	12218
2847	16163	12213
2848	16168	12207
2849	16173	12200
2850	16179	12195
2851	16183	12188
2852	16187	12181
2853	16193	12176
2854	16198	12170
2855	16203	12163
2856	16209	12158
2857	16213	12151
2858	16218	12145
2859	16223	12139
2860	16228	12133
2861	16234	12127
2862	16239	12121
2863	16244	12114
2864	16249	12109
2865	16255	12103
2866	16260	12097
2867	16265	12091
2868	16270	12085
2869	16275	12079
2870	16280	12072
2871	16284	12065
2872	16290	12060
2873	16295	12054
2874	16300	12048
2875	16307	12043
2876	16312	12037
2877	16316	12030
2878	16321	12024
2879	16327	12018
2880	16332	12012
2881	16337	12006
2882	16343	12000
2883	16348	11994
2884	16354	11989
2885	16358	11982
2886	16363	11976
2887	16369	11971
2888	16381	11969
2889	16387	11964
2890	16393	11958
2891	16397	11952
2892	16405	11948
2893	16411	11943
2894	16417	11937
2895	16423	11932
2896	16428	11925
2897	16433	11920
2898	16441	11915
2899	16445	11908
2900	16452	11903
2901	16457	11898
2902	16462	11891
2903	16469	11887
2904	16475	11881
2905	16481	11876
2906	16486	11870
2907	16492	11864
2908	16497	11858
2909	16504	11853
2910	16508	11846
2911	16514	11841
2912	16518	11834
2913	16522	11828
2914	16528	11822
2915	16533	11816
2916	16540	11811
2917	16547	11806
2918	16551	11799
2919	16555	11792
2920	16560	11786
2921	16566	11781
2922	16571	11775
2923	16577	11769
2924	16583	11764
2925	16588	11758
2926	16594	11752
2927	16601	11748
2928	16607	11742
2929	16613	11737
2930	16617	11730
2931	16623	11724
2932	16629	11719
2933	16636	11714
2934	16645	11711
2935	16651	11706
2936	16657	11700
2937	16663	11694
2938	16669	11689
2939	16678	11686
2940	16683	11679
2941	16689	11674
2942	16695	11669
2943	16700	11663
2944	16706	11658
2945	16712	11652
2946	16717	11645
2947	16723	11640
2948	16729	11635
2949	16733	11628
2950	16754	11633
2951	16759	11627
2952	16764	11621
2953	16775	11618
2954	16780	11612
2955	16788	11608
2956	16793	11602
2957	16799	11597
2958	16805	11591
2959	16810	11585
2960	16815	11579
2961	16821	11573
2962	16827	11568
2963	16831	11561
2964	16837	11556
2965	16841	11549
2966	16845	11542
2967	16850	11536
2968	16855	11529
2969	16859	11523
2970	16864	11517
2971	16870	11511
2972	16874	11505
2973	16877	11497
2974	16882	11491
2975	16887	11485
2976	16893	11479
2977	16898	11473
2978	16903	11467
2979	16908	11461
2980	16913	11455
2981	16918	11449
2982	16923	11443
2983	16927	11436
2984	16932	11430
2985	16937	11423
2986	16941	11417
2987	16945	11410
2988	16949	11403
2989	16954	11397
2990	16958	11390
2991	16964	11385
2992	16969	11378
2993	16972	11371
2994	16977	11365
2995	16983	11360
2996	16988	11353
2997	16993	11348
2998	16998	11341
2999	17002	11334
3000	17006	11328
3001	17011	11321
3002	17016	11315
3003	17021	11309
3004	17026	11303
3005	17030	11297
3006	17035	11290
3007	17039	11284
3008	17044	11278
3009	17050	11272
3010	17053	11265
3011	17059	11259
3012	17063	11252
3013	17067	11246
3014	17071	11239
3015	17076	11233
3016	17082	11227
3017	17086	11220
3018	17092	11215
3019	17096	11209
3020	17100	11202
3021	17105	11195
3022	17110	11189
3023	17115	11183
3024	17120	11177
3025	17125	11171
3026	17129	11165
3027	17132	11157
3028	17138	11152
3029	17143	11146
3030	17160	11147
3031	17164	11140
3032	17168	11134
3033	17174	11129
3034	17179	11122
3035	17183	11115
3036	17188	11110
3037	17192	11103
3038	17196	11096
3039	17200	11090
3040	17207	11084
3041	17212	11079
3042	17219	11074
3043	17224	11068
3044	17228	11061
3045	17233	11055
3046	17238	11049
3047	17243	11042
3048	17247	11036
3049	17252	11030
3050	17256	11023
3051	17260	11017
3052	17266	11011
3053	17271	11005
3054	17276	10999
3055	17281	10993
3056	17286	10987
3057	17290	10980
3058	17294	10973
3059	17299	10967
3060	17304	10961
3061	17309	10955
3062	17316	10951
3063	17321	10944
3064	17325	10937
3065	17330	10931
3066	17338	10927
3067	17343	10921
3068	17349	10916
3069	17354	10910
3070	17358	10903
3071	17362	10896
3072	17369	10891
3073	17374	10885
3074	17380	10880
3075	17384	10873
3076	17388	10867
3077	17393	10860
3078	17398	10855
3079	17403	10848
3080	17407	10842
3081	17412	10836
3082	17416	10829
3083	17420	10822
3084	17425	10816
3085	17431	10811
3086	17436	10805
3087	17441	10799
3088	17446	10793
3089	17450	10786
3090	17454	10779
3091	17459	10773
3092	17465	10768
3093	17469	10761
3094	17474	10755
3095	17479	10749
3096	17483	10742
3097	17487	10736
3098	17492	10730
3099	17497	10724
3100	17502	10718
3101	17508	10712
3102	17513	10706
3103	17518	10700
3104	17523	10694
3105	17529	10689
3106	17534	10683
3107	17539	10677
3108	17543	10670
3109	17547	10663
3110	17551	10657
3111	17556	10651
3112	17563	10646
3113	17568	10640
3114	17573	10634
3115	17577	10627
3116	17581	10621
3117	17586	10615
3118	17591	10608
3119	17595	10602
3120	17602	10597
3121	17606	10591
3122	17610	10584
3123	17614	10577
3124	17620	10572
3125	17624	10565
3126	17627	10558
3127	17632	10552
3128	17639	10547
3129	17644	10541
3130	17648	10534
3131	17654	10529
3132	17658	10523
3133	17662	10516
3134	17667	10510
3135	17672	10504
3136	17676	10497
3137	17679	10490
3138	17685	10484
3139	17691	10479
3140	17696	10473
3141	17702	10468
3142	17706	10461
3143	17710	10455
3144	17716	10449
3145	17723	10444
3146	17728	10438
3147	17735	10433
3148	17739	10427
3149	17747	10422
3150	17754	10418
3151	17761	10413
3152	17766	10407
3153	17770	10400
3154	17773	10393
3155	17778	10387
3156	17785	10382
3157	17791	10377
3158	17799	10373
3159	17804	10367
3160	17810	10361
3161	17817	10357
3162	17826	10353
3163	17835	10349
3164	17841	10344
3165	17847	10338
3166	17852	10332
3167	17859	10327
3168	17864	10321
3169	17868	10315
3170	17874	10310
3171	17882	10305
3172	17888	10299
3173	17894	10294
3174	17899	10288
3175	17906	10283
3176	17912	10278
3177	17917	10272
3178	17923	10266
3179	17929	10261
3180	17935	10256
3181	17941	10250
3182	17945	10244
3183	17951	10238
3184	17956	10232
3185	17963	10227
3186	17969	10222
3187	17975	10217
3188	17980	10211
3189	17985	10205
3190	17991	10199
3191	17997	10194
3192	18003	10188
3193	18008	10182
3194	18014	10177
3195	18021	10172
3196	18028	10167
3197	18035	10162
3198	18041	10157
3199	18046	10151
3200	18052	10145
3201	18059	10141
3202	18066	10135
3203	18087	10138
3204	18094	10134
3205	18100	10128
3206	18105	10122
3207	18110	10116
3208	18115	10110
3209	18122	10105
3210	18127	10099
3211	18133	10094
3212	18138	10088
3213	18143	10082
3214	18149	10077
3215	18155	10071
3216	18162	10066
3217	18169	10061
3218	18174	10055
3219	18180	10050
3220	18187	10045
3221	18193	10039
3222	18199	10034
3223	18204	10028
3224	18210	10022
3225	18216	10017
3226	18222	10011
3227	18229	10007
3228	18234	10000
3229	18239	9994
3230	18244	9988
3231	18251	9984
3232	18256	9978
3233	18262	9972
3234	18267	9966
3235	18272	9960
3236	18279	9955
