iter	MAE
552	0.05936562096
553	0.05932345949
554	0.05929654568
555	0.05925527398
556	0.05920470575
557	0.05912972462
558	0.05909480264
559	0.05904391287
560	0.05900056645
561	0.05896585844
562	0.05894734366
563	0.05889104567
564	0.05885144705
565	0.05882523762
566	0.05879568	0.0567	0.05875569	0.06025375646
570	0.06021845731
571	0.06019578627
572	0.06015916745
573	0.06012889689
574	0.06009235927
575	0.06003351768
576	0.05999001399
577	0.05995891454
578	0.05994037526
579	0.05989041012
580	0.05985781784
581	0.05982056036
582	0.05978125964
583	0.05973060743
584	0.0596998465
585	0.05965414556
586	0.05961445373
587	0.05954180538
588	0.05951419644
589	0.05949162975
590	0.05945538797
591	0.05939260851
592	0.05934849932
593	0.05929462889
594	0.05926869494
595	0.05923944907
596	0.05921618016
597	0.05918635207
598	0.05915355934
599	0.0591126287
600	0.05907270581
601	0.05903746456
602	0.05900134006
603	0.05897654789
604	0.05894611411
605	0.05891464146
606	0.05887786082
607	0.05885111495
608	0.05882138179
609	0.05879031123
61609	0.057158056561610	0.05712696691
611	0.05710209449
612	0.05708126399
613	0.05705691843
614	0.05699468559
615	0.05696707483
616	0.05693650768
617	0.05688872862
618	0.05684385978
619	0.05682598291
620	0.05678820012
621	0.05674853583
622	0.05671346554
623	0.05669498773
624	0.05667665156
625	0.05664742038
626	0.05661654745
627	0.05658964425
628	0.05655462649
629	0.05651683575
630	0.05649104274
631	0.05646381303
632	0.05641972937
633	0.05640477298
634	0.05635806962
635	0.0563236949
636	0.05629026288
637	0.05626321306
638	0.05623367501
639	0.05621453869
640	0.056187934
641	0.05615019446
642	0.05611777899
643	0.05609420351
644	0.05607360325
645	0.05603014588
646	0.05600994535
647	0.05598439204
648	0.05597307217
649	0.05592472418
650	0.05590282513
651	0.05587048909
652	0.05585111349
653	0.05583241944
654	0.05580313836
655	0.05577271622
656	0.05574859412
657	0.0557058203
658	0.05566810359
659	0.05564360542
660	0.05562725648
661	0.05560288771
662	0.05558351302
663	0.05555075175
664	0.05553180935
665	0.05551765654
666	0.0554970614
667	0.05545901006
668	0.05543962712
669	0.05541045081
670	0.05535419078
671	0.05532622897
672	0.05529130961
673	0.05526920384
674	0.05523358348
675	0.05520135194
676	0.05518016523
677	0.05512879623
678	0.05512278855
679	0.05508754644
680	0.05507034698
681	0.05503610782
682	0.05501274452
683	0.05497047879
684	0.05494693545
685	0.05493208564
686	0.05488921227
687	0.05487235855
688	0.05483350625
689	0.05481290667
690	0.05478502272
691	0.05475798922
692	0.05473814548
693	0.05470028733
694	0.05466656273
695	0.05463619261
696	0.05461551776
697	0.05458045651
698	0.05457188801
699	0.05455418381
700	0.05452995969
701	0.05450251927
702	0.0544755848
703	0.05443179526
704	0.05441206333
705	0.0543906945
706	0.0543759623
707	0.05435240508
708	0.05432891868
709	0.05429206976
710	0.0542675889
711	0.05424294117
712	0.05422167668
713	0.05419645962
714	0.05415896176
715	0.05411963031
716	0.05410308599
717	0.05406654197
718	0.05404458625
719	0.0540146454
720	0.05398774536
721	0.05396641292
722	0.05393826711
723	0.05390974394
724	0.05388761588
725	0.05386666788
726	0.05383486671
727	0.05379849809
728	0.05376479833
729	0.05374023162
730	0.05370442557
731	0.05367933914
732	0.05365961148
733	0.05362705644
734	0.05360388525
735	0.053558376
736	0.05353383797
737	0.05352279196
738	0.05348867573
739	0.0534679473
740	0.05344238743
741	0.05341468239
742	0.05339854976
743	0.05337011964
744	0.05335844967
745	0.05334438052
746	0.05332408528
747	0.05331557277
748	0.05329374167
749	0.0532671681
750	0.05325209212
751	0.05323593194
752	0.05319792137
753	0.05314627466
754	0.05312978902
755	0.05310334083
756	0.05308313001
757	0.0530727781
758	0.05305525705
759	0.05303422656
760	0.05300931391
761	0.05298156554
762	0.05294258629
763	0.05292325168
764	0.05290361096
765	0.05289322527
766	0.05286684856
767	0.05284073828
768	0.05282040192
769	0.05280462983
770	0.05275427206
771	0.0527363491
772	0.05270093334
773	0.05268601062
774	0.05265567317
775	0.05263032407
776	0.05261075834
777	0.05259049131
778	0.05256906008
779	0.05255742491
780	0.05253622511
781	0.05251253942
782	0.05249384906
783	0.05246253765
784	0.05243111315
785	0.05242094474
786	0.05240124777
787	0.05235633795
788	0.05234165345
789	0.05232841124
790	0.05229471767
791	0.05227459558
792	0.05226303587
793	0.05225276082
794	0.05224734406
795	0.05221736849
796	0.05219563844
797	0.05216820714
798	0.05215645441
799	0.05213396635
800	0.05211964435
801	0.05208774116
802	0.05206356354
803	0.05204599898
804	0.0520330641
805	0.05201462241
806	0.05198475904
807	0.05196202662
808	0.05193879323
809	0.05190597355
810	0.05189568796
811	0.05184292225
812	0.05181746001
813	0.05179661186
814	0.05177611397
815	0.05176117351
816	0.05174819886
817	0.05172422022
818	0.05170870998
819	0.05168405051
820	0.05166926469
821	0.05165194168
822	0.05162479238
823	0.05160159946
824	0.05158497651
825	0.05157066643
826	0.05154694565
827	0.05151467979
828	0.05148697812
829	0.05146434268
830	0.05145269559
831	0.05143064288
832	0.0513918358
833	0.05136979154
834	0.05135611274
835	0.05134090962
836	0.05132003655
837	0.05129442377
838	0.05127387466
839	0.05125066299
840	0.05121521577
841	0.05119887483
842	0.05117702965
843	0.05116814746
844	0.0511564766
845	0.05112629489
846	0.05110314441
847	0.05106302728
848	0.05105381954
849	0.0510317797
850	0.05101445629
851	0.05099427966
852	0.05098184573
853	0.05096680011
854	0.05095552024
855	0.05094171095
856	0.05093262321
857	0.05090808823
858	0.05089073018
859	0.05086295225
860	0.05085069035
861	0.05083401578
862	0.05081968313
863	0.05079878354
864	0.05076078523
865	0.05074061812
866	0.05072370085
867	0.05071292255
868	0.0506954219
869	0.05067895396
870	0.05066583576
871	0.05064533399
872	0.05061938403
873	0.05060864008
874	0.05060438293
875	0.05059150129
876	0.05057530639
877	0.05056930902
878	0.05055451791
879	0.05052850172
880	0.05051679488
881	0.05049564279
882	0.05046964927
883	0.05044354049
884	0.05042024249
885	0.05040385417
886	0.0503761799
887	0.05036236146
888	0.05035149823
889	0.05034052414
890	0.05032311534
891	0.05030677446
892	0.0502876286
893	0.05027585089
894	0.05024992486
895	0.05024014244
896	0.05021983663
897	0.05017975418
898	0.05016336521
899	0.05013988964
900	0.05012141466
901	0.05009623352
902	0.05006149924
903	0.05004326048
904	0.05003145569
905	0.05000048477
906	0.04998551715
907	0.04995974956
908	0.04994508352
909	0.04993633967
910	0.04992476972
911	0.04990470894
912	0.0498863669
913	0.04987311207
914	0.04984984063
915	0.04983602331
916	0.04981040308
917	0.04978756724
918	0.04976504134
919	0.04973859103
920	0.04972512922
921	0.04971655236
922	0.04970075113
923	0.04968895953
924	0.04967264716
925	0.04965776634
926	0.0496452874
927	0.04962786405
928	0.04961754453
929	0.04959880619
930	0.04957897291
931	0.04955032066
932	0.04951941277
933	0.0494855935	0934	0.0494769936	0.04996014024
937	0.04993866689
938	0.04993113497
939	0.04992286503
940	0.04991181248
941	0.04988111145
942	0.04987095803
943	0.04984071017
944	0.04981487216
945	0.0497990705
946	0.04978504744
947	0.04976323819
948	0.04975651608
949	0.04971380948
950	0.04969237349
951	0.04966977797
952	0.04964570824
953	0.04963822019
954	0.04962527212
955	0.04961791164
956	0.04959594883
957	0.04956972084
958	0.04955369819
959	0.04954243314
960	0.0495277042
961	0.04951955631
962	0.04950760849
963	0.04949241739
964	0.04946927919
965	0.04946096421
966	0.04944742528
967	0.04943130024
968	0.04939847459
969	0.04939606672
970	0.04938760138
971	0.0493759379
972	0.04935712882
973	0.04933927467
974	0.04932834172
975	0.04930290676
976	0.04927737813
977	0.04923977434
978	0.04921972516
979	0.04920928586
980	0.04918785798
981	0.04917411616
982	0.04915007038
983	0.04914470673
984	0.04911563281
985	0.04911332849
986	0.04909334928
987	0.04908022649
988	0.04906140528
989	0.04905044832
990	0.04904048961
991	0.0490261149
992	0.04900406543
993	0.04898715095
994	0.04897971734
995	0.04896387441
996	0.04895583953
997	0.04893306041
998	0.04890814869
999	0.04889720419
1000	0.04885568355
1001	0.04884802123
1002	0.04883957697
1003	0.04882828732
1004	0.04881170884
1005	0.04878846141
1006	0.04877727444
1007	0.04876947329
1008	0.04875281214
1009	0.04874588728
1010	0.0487219969
1011	0.04869774046
1012	0.0486866928
1013	0.04864599696
1014	0.04863012169
1015	0.04861440183
1016	0.04859342731
1017	0.04856979776
1018	0.04855665715
1019	0.04855130015
1020	0.04852954332
1021	0.04852100897
1022	0.04850260379
1023	0.04847868762
1024	0.04847002999
1025	0.04846248011
1026	0.04845107248
1027	0.04842772355
1028	0.04838547868
1029	0.0483713875
1030	0.04835135487
1031	0.04832354008
1032	0.04830979885
1033	0.04828623781
1034	0.04827085399
1035	0.04825164915
1036	0.04822355718
1037	0.04821202848
1038	0.04820120365
1039	0.04819161494
1040	0.04818398484
1041	0.04817144306
1042	0.04815514756
1043	0.048154374
1044	0.04815067498
1045	0.0481410996
1046	0.04812668186
1047	0.04812043499
1048	0.04811685696
1049	0.04808438823
1050	0.04806168018
1051	0.04805243136
1052	0.04804929348
1053	0.04803723488
1054	0.04802313014
1055	0.0480103873
1056	0.04800115801
1057	0.04798979758
1058	0.04798398892
1059	0.04798127497
1060	0.04796530833
1061	0.04795613009
1062	0.04792395663
1063	0.04791010241
1064	0.04790393393
1065	0.04789508354
1066	0.04788868209
1067	0.04788292591
1068	0.04787687809
1069	0.04786204568
1070	0.04785054314
1071	0.04784054989
1072	0.04782953282
1073	0.04781055801
1074	0.0478001782
1075	0.0477952872
1076	0.04778400397
1077	0.04776454
1078	0.04775433528
1079	0.04773303928
1080	0.04771669329
1081	0.04769491351
1082	0.04767806109
1083	0.04765980924
1084	0.0476476964
1085	0.04762315052
1086	0.04761737645
1087	0.04761001306
1088	0.04758272826
1089	0.04757172744
1090	0.0475662626
1091	0.04755220245
1092	0.04752480018
1093	0.04750600949
1094	0.04749600811
1095	0.04747607199
1096	0.04746204471
1097	0.04744858796
1098	0.04742733167
1099	0.04740452976
1100	0.04739807232
1101	0.04738828311
1102	0.04737997394
1103	0.04736537262
1104	0.04735463804
1105	0.04733982561
1106	0.0473274167
1107	0.04731985001
1108	0.04730686415
1109	0.04729583509
1110	0.04728075506
1111	0.04727341269
1112	0.04725454854
11131114	0.0477694111141115	0.04773922275
1116	0.0477257519
1117	0.04771680009
1118	0.04770551687
1119	0.04769202335
1120	0.04767940556
1121	0.04766390642
1122	0.04764391727
1123	0.04761596362
1124	0.04760446421
1125	0.04759183275
1126	0.04757877373
1127	0.04756838226
1128	0.04755867156
1129	0.04753715861
1130	0.04751031131
1131	0.04749694727
1132	0.04747653014
1133	0.04745434403
1134	0.04743852426
1135	0.04742723711
1136	0.04741076897
1137	0.04740391796
1138	0.04738370979
1139	0.04737170516
1140	0.04734716654
1141	0.0473365596
1142	0.04730918637
1143	0.04729532567
1144	0.04727694935
1145	0.04726761596
1146	0.0472525088
1147	0.04724909542
1148	0.04723083372
1149	0.04721539696
1150	0.04720590624
1151	0.04718936273
1152	0.04716782311
1153	0.04716007418
1154	0.0471327865
1155	0.04711566922
1156	0.04710827735
1157	0.04708582948
1158	0.04707222787
1159	0.04706053166
1160	0.04705236761
1161	0.04704256674
1162	0.04703271565
1163	0.04702676633
1164	0.04701316246
1165	0.0470038529111166	0.0470023485
1167	0.0469860536511168	0.0469678935511169	0.0469596457111170	0.0469379142
1171	0.0469338173211172	0.0469283269711173	0.0469123591111174	0.0468932297111175	0.0468836399111176	0.0468713755111177	0.0468596483111178	0.046846843411179	0.0468326319
1180	0.04682638854
1181	0.04681510173
1182	0.04680157541
1183	0.04679317821
1184	0.04678733534
1185	0.04678062702
1186	0.04677265126
1187	0.04675545862
1188	0.04674336644
1189	0.04672832723
1190	0.04671514751
1191	0.04670324905
1192	0.04670152667
1193	0.04668837549
1194	0.04667159176
1195	0.04665297036
1196	0.0466430423
1197	0.04663907065
1198	0.04663156778
1199	0.04661445084
1200	0.04660831647
1201	0.0465879387
1202	0.04657337183
1203	0.04656960498
11202	0.04541039855
1203	0.04539985435
1204	0.04538935081
1205	0.04537442415
1206	0.0453664437
1207	0.04536018032
1208	0.0453348144
1209	0.04531235668
1210	0.04529297599
1211	0.04526997352
1212	0.04525904783
1213	0.0452485301
1214	0.04524367906
1215	0.0452358633
1216	0.04522826916
1217	0.0452163727
1218	0.04520702393
1219	0.04519203147
1220	0.0451808795
1221	0.04517596674
1222	0.04516187889
1223	0.04514029031
1224	0.04513358043
1225	0.04512918625
1226	0.04512204912
1227	0.04511719251
1228	0.04511109641
1229	0.0451008373
1230	0.04508414461
1231	0.0450659943
1232	0.04506051285
1233	0.04505001954
1234	0.04503515187
1235	0.04502561283
1236	0.04500286011
1237	0.04498636463
1238	0.04496840971
243531
1240	0.04568728732
1241	0.04567697435
1242	0.045647301
1243	0.04562568475
1244	0.04559665569
1245	0.04558411224
1246	0.04557241576
48	0.04592335385
1249	0.04590123731
1250	0.04588285199
1251	0.04586386683
1252	0.04585577024
1253	0.04583871818
1254	0.04581511713
1255	0.04579702108
1256	0.04578570712
1257	0.04575950873
1258	01258	0.0463581259	01259	0.0463251260	01260	0.04631442554
1261	0.04630099721
.04568792858
1263	0.04568298949
1264	0.04567786236

1265	0.04649582634
1266	0.04647927921
1267	0.04647494858
6
1268	0.04550503323
1269	0.04548842041
1270	0.04546703697
1271	0.04545972604
1272	0.04545649004
68
1273	0.04539240237
1274	0.04538031828
1275	0.04537650292
1276	0.04536804061
1277	0.0453605407
1278	0.04534802621
1279	0.04534150284
1280	0.04532670939
1281	0.04531478368
1282	0.04530623815
1283	0.04530178254
1284	0.04529601286
1285	0.04528975074
1286	0.04527255603
1287	0.04525805808
1288	0.04524891682
1289	0.04524251796
1290	0.04522690536
36
1292	0.04366071641
1293	0.04365024899
1294	0.04364638913
1295	0.04363821577
1296	0.04362647478
1297	0.04361458088
1298	0.04360362317
1299	0.04358809873
1300	0.04357448398
1301	0.04357065105
742423
1302	0.04529222199
02	0.04360940255
1303	0.04360423269
1304	0.0435948443
1305	0.04358423422
1306	0.04356631511
1307	0.0435626811
1308	0.04355631955
1309	0.04354927038
1310	0.04353975893
1	0.04475494189
1312	0.04474803979
1313	0.04473770897
1314	0.04473029649
1315	0.04470736808
1316	0.04469033279
318	0.0429684538
1319	0.04296315644
1320	0.04294737774
1321	0.04293238095
1322	0.04292225379
1323	0.04291254567
1324	0.04290108936
1325	0.04288843775
1326	0.04288157006
